EmployeeID,Name,Age,Department,Salary,Date,Email,Phone
1382,Employee382,,HR,68701,March 5 2022,employee1382@company.com,9705927385
1383,Employee383,,Finance,,15/02/2021,employee1383@company.com,9707977047
1384,Employee384,,HR,39194,08-08-2021,employee1384@company.com,9895389776
1385,Employee385,37,HR,38161,2022-01-15,employee1385@company.com,9191923174
1386,Employee386,25,HR,48913,2021/04/22,employee1386@company.com,9539267833
1387,Employee387,36,Finance,60424,2022-01-15,employee1387@company.com,9601428213
1388,Employee388,24,Marketing,,Dec 25 2021,employee1388@company.com,9637120660
1389,Employee389,45,HR,63967,08-08-2021,employee1389@company.com,9907575961
1390,Employee390,32,Finance,,2021/04/22,employee1390@company.com,9634413568
1391,Employee391,,IT,42001,2022-01-15,employee1391@company.com,9955308368
1392,Employee392,,Finance,,15/02/2021,employee1392@company.com,9677672053
1393,Employee393,36,Finance,,08-08-2021,employee1393@company.com,9185773364
1394,Employee394,28,Marketing,53178,Dec 25 2021,employee1394@company.com,9368607396
1395,Employee395,21,Finance,,2022-01-15,employee1395@company.com,9768020061
1396,Employee396,,Finance,37002,Dec 25 2021,employee1396@company.com,9143733314
1397,Employee397,,Marketing,,2021/04/22,employee1397@company.com,9544258933
1398,Employee398,,,42272,2022-01-15,employee1398@company.com,9000622276
1399,Employee399,32,HR,,08-08-2021,employee1399@company.com,9380984122
1400,Employee400,41,Finance,,08-08-2021,employee1400@company.com,9911080447
1401,Employee401,,IT,,July 12 2021,employee1401@company.com,9941941698
1402,Employee402,,HR,,Mar 10 2020,employee1402@company.com,9038155852
1403,Employee403,44,IT,85536,15 Nov 2022,employee1403@company.com,9674599486
1404,Employee404,,IT,,July 12 2021,employee1404@company.com,9263529206
1405,Employee405,27,Marketing,51818,Sep 11 2022,employee1405@company.com,9731264510
1406,Employee406,45,HR,,2022-01-15,employee1406@company.com,9133279665
1407,Employee407,27,Marketing,42677,15 Nov 2022,employee1407@company.com,9030342299
1408,Employee408,29,,,July 12 2021,employee1408@company.com,9910342091
1409,Employee409,29,IT,86229,15/02/2021,employee1409@company.com,9142299960
1410,Employee410,,Finance,73511,15 Nov 2022,employee1410@company.com,9527107865
1411,Employee411,,Finance,87963,2022-01-15,employee1411@company.com,9608135375
1412,Employee412,28,Finance,51720,08-08-2021,employee1412@company.com,9391423733
1413,Employee413,,,43167,08-08-2021,employee1413@company.com,9904791719
1414,Employee414,44,,,Sep 11 2022,employee1414@company.com,9934275683
1415,Employee415,23,HR,,2021/04/22,employee1415@company.com,9475124339
1416,Employee416,,IT,,July 12 2021,employee1416@company.com,9840514361
1417,Employee417,,,,Dec 25 2021,employee1417@company.com,9992804502
1418,Employee418,32,IT,,15 Nov 2022,employee1418@company.com,9211514246
1419,Employee419,35,Marketing,,Sep 11 2022,employee1419@company.com,9749870865
1420,Employee420,31,Marketing,,July 12 2021,employee1420@company.com,9892268651
1421,Employee421,38,Marketing,63223,2022-01-15,employee1421@company.com,9855022562
1422,Employee422,,Finance,,March 5 2022,employee1422@company.com,9698389273
1423,Employee423,,,72209,Mar 10 2020,employee1423@company.com,9840967858
1424,Employee424,41,,68891,2021/04/22,employee1424@company.com,9389023869
1425,Employee425,,Finance,,Mar 10 2020,employee1425@company.com,9275165477
1426,Employee426,,IT,,2022-01-15,employee1426@company.com,9625652829
1427,Employee427,,IT,,Mar 10 2020,employee1427@company.com,9754589781
1428,Employee428,43,IT,,2021/04/22,employee1428@company.com,9082591585
1429,Employee429,,IT,,Mar 10 2020,employee1429@company.com,9771120359
1430,Employee430,,Marketing,43697,15/02/2021,employee1430@company.com,9128714061
1431,Employee431,,IT,56020,2022-01-15,employee1431@company.com,9144284016
1432,Employee432,32,Finance,37499,July 12 2021,employee1432@company.com,9890544503
1433,Employee433,44,Marketing,,15 Nov 2022,employee1433@company.com,9132976907
1434,Employee434,,IT,33593,2022-01-15,employee1434@company.com,9774011368
1435,Employee435,,Finance,,2022-01-15,employee1435@company.com,9326358843
1436,Employee436,,HR,75953,Sep 11 2022,employee1436@company.com,9488504830
1437,Employee437,,IT,31644,15 Nov 2022,employee1437@company.com,9644503808
1438,Employee438,26,Marketing,74877,2022-01-15,employee1438@company.com,9336267859
1439,Employee439,29,HR,44260,July 12 2021,employee1439@company.com,9062097196
1440,Employee440,,,,2022-01-15,employee1440@company.com,9000024998
1441,Employee441,,Marketing,81808,Sep 11 2022,employee1441@company.com,9156295480
1442,Employee442,,Finance,,15 Nov 2022,employee1442@company.com,9868289345
1443,Employee443,,Finance,83972,08-08-2021,employee1443@company.com,9003101339
1444,Employee444,37,,,15/02/2021,employee1444@company.com,9953585832
1445,Employee445,,Marketing,81710,Sep 11 2022,employee1445@company.com,9536346379
1446,Employee446,32,HR,68893,Dec 25 2021,employee1446@company.com,9151779446
1447,Employee447,,IT,52766,Sep 11 2022,employee1447@company.com,9749573757
1448,Employee448,,Finance,88228,2021/04/22,employee1448@company.com,9493089459
1449,Employee449,,Marketing,,Dec 25 2021,employee1449@company.com,9265728202
1450,Employee450,,HR,,Mar 10 2020,employee1450@company.com,9152666069
1451,Employee451,,IT,,2022-01-15,employee1451@company.com,9142811300
1452,Employee452,,,,08-08-2021,employee1452@company.com,9176063068
1453,Employee453,33,Finance,78198,15 Nov 2022,employee1453@company.com,9551172022
1454,Employee454,,Marketing,,15/02/2021,employee1454@company.com,9521095781
1455,Employee455,31,,53880,March 5 2022,employee1455@company.com,9512761107
1456,Employee456,,IT,,15 Nov 2022,employee1456@company.com,9124008437
1457,Employee457,,Marketing,,08-08-2021,employee1457@company.com,9065249914
1458,Employee458,,Finance,,Mar 10 2020,employee1458@company.com,9499457167
1459,Employee459,,Marketing,,March 5 2022,employee1459@company.com,9878207169
1460,Employee460,30,Finance,81704,July 12 2021,employee1460@company.com,9218762173
1461,Employee461,,IT,,Mar 10 2020,employee1461@company.com,9821523300
1462,Employee462,,Finance,69484,08-08-2021,employee1462@company.com,9352403015
1463,Employee463,41,IT,,15 Nov 2022,employee1463@company.com,9870935538
1464,Employee464,36,,79437,Dec 25 2021,employee1464@company.com,9719998496
1465,Employee465,,IT,76461,2022-01-15,employee1465@company.com,9401309018
1466,Employee466,,HR,,2021/04/22,employee1466@company.com,9144491550
1467,Employee467,25,HR,56406,15 Nov 2022,employee1467@company.com,9952950439
1468,Employee468,,,88665,Sep 11 2022,employee1468@company.com,9411750538
1469,Employee469,24,HR,36043,Sep 11 2022,employee1469@company.com,9185477028
1470,Employee470,23,IT,,2022-01-15,employee1470@company.com,9569903611
1471,Employee471,23,Marketing,70675,March 5 2022,employee1471@company.com,9013338662
1472,Employee472,25,Marketing,,15/02/2021,employee1472@company.com,9077990976
1473,Employee473,23,Finance,63022,Mar 10 2020,employee1473@company.com,9844253222
1474,Employee474,,IT,,08-08-2021,employee1474@company.com,9387352390
1475,Employee475,21,,30351,2021/04/22,employee1475@company.com,9012855770
1476,Employee476,32,HR,,March 5 2022,employee1476@company.com,9785089910
1477,Employee477,,IT,,15 Nov 2022,employee1477@company.com,9754477081
1478,Employee478,35,,42136,Mar 10 2020,employee1478@company.com,9504462421
1479,Employee479,,HR,,15/02/2021,employee1479@company.com,9261381955
1480,Employee480,,Finance,,2021/04/22,employee1480@company.com,9437284712
1481,Employee481,23,IT,,Sep 11 2022,employee1481@company.com,9171980948
1482,Employee482,29,,,2021/04/22,employee1482@company.com,9062168961
1483,Employee483,39,HR,,Mar 10 2020,employee1483@company.com,9689286380
1484,Employee484,28,IT,,15 Nov 2022,employee1484@company.com,9006124900
1485,Employee485,40,HR,78415,July 12 2021,employee1485@company.com,9103194912
1486,Employee486,,IT,,Dec 25 2021,employee1486@company.com,9667150174
1487,Employee487,23,Finance,58059,July 12 2021,employee1487@company.com,9135471475
1488,Employee488,31,IT,87742,2021/04/22,employee1488@company.com,9378931361
1489,Employee489,,IT,85178,Mar 10 2020,employee1489@company.com,9989626397
1490,Employee490,,Finance,47255,Sep 11 2022,employee1490@company.com,9685240440
1491,Employee491,,HR,75320,08-08-2021,employee1491@company.com,9933104786
1492,Employee492,24,IT,31271,2021/04/22,employee1492@company.com,9809062615
1493,Employee493,,Marketing,,15/02/2021,employee1493@company.com,9759647450
1494,Employee494,,Finance,,Dec 25 2021,employee1494@company.com,9615339342
1495,Employee495,42,Marketing,78351,Dec 25 2021,employee1495@company.com,9360167131
1496,Employee496,29,Marketing,30352,March 5 2022,employee1496@company.com,9643061323
1497,Employee497,27,,,July 12 2021,employee1497@company.com,9950827667
1498,Employee498,,IT,,March 5 2022,employee1498@company.com,9677131142
1499,Employee499,,HR,,Mar 10 2020,employee1499@company.com,9004671062
1500,Employee500,24,,,15/02/2021,employee1500@company.com,9066924860
1501,Employee501,-5,IT,55000,2022-01-15,employee501@company.com,9876543210
1502,Employee502,250,HR,60000,2021-10-03,employee502@company.com,9876543211
1503,Employee503,30,Finance,-10000,2021/04/22,employee503@company.com,9876543212
1504,Employee504,28,Marketing,50000,15 Nov 2022,employee504@company.com,9876543213
1505,Employee505,abc,IT,65000,15 Nov 2022,invalid-email,9876543214
1506,Employee506,35,UnknownDept,70000,2022-01-15,employee506company.com,9876543215
1507,Employee507,29,HR,9999999,2021-10-03,,9876543216
1508,Employee508,40,Finance,45000,Mar 10 2020,employee508@company.com,
1509,Employee509,0,IT,50000,2022-01-15,employee509@gmail,12345
1510,Employee510,150,Marketing,55000,2020/07/17,employee510@company.com,abcdefghij
1511,Employee511,32,HR,NaN,15 Nov 2022,employee511@company.com,987654321
1512,Employee512,27,Finance,45000,Sep 11 2022,employee512@company.com,98765432101
1513,Employee513,45,IT,abc,2021-10-03,@company.com,9876543217
1514,Employee514,29,HR,50000,,employee514@company.com,9876543218
1515,Employee515,,UnknownDept,-5000,,,0000000000
